HOUR,temperature_norm,rented_bike_count_norm
0,0.5085008142542389,0.15722126718110405
0.04347826086956521,0.5021544209215442,0.12478550119101764
0.08695652173913043,0.49635405690200207,0.08973951788839124
0.13043478260869565,0.4911476195037839,0.06208092752908164
0.17391304347826086,0.48590382220519207,0.042176671471851127
0.21739130434782608,0.48197145320432994,0.04400289852838014
0.2608695652173913,0.4777612798160743,0.08578179323316965
0.30434782608695654,0.47868952964843375,0.1749647320017576
0.34782608695652173,0.4891071941756873,0.29024213504367063
0.391304347826087,0.5094980362103649,0.18621348894936054
0.43478260869565216,0.5363186128939553,0.15296598083579374
0.4782608695652174,0.5613660312290449,0.17351469692648067
0.5217391304347826,0.5815068493150685,0.20125500111778355
0.5652173913043478,0.5948079317942332,0.21076695369292558
0.6086956521739131,0.6046173005077115,0.21796393798999392
0.6521739130434783,0.6090238528594693,0.23776181188859166
0.6956521739130435,0.6065801321965706,0.26630306581047014
0.7391304347826086,0.5942226266883801,0.3247970644691299
0.782608695652174,0.5781147619503784,0.42733404768695893
0.8260869565217391,0.5602758884950666,0.34073357436344154
0.8695652173913043,0.5452715777373311,0.3052289143623623
0.9130434782608696,0.5340070888016093,0.29467318321628727
0.9565217391304348,0.5246086789922406,0.2641014176578966
1,0.5158549669508573,0.19328790249843897
